Player,Season,Country,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
Gumayusi,S12,KR,SUPPORT,5,100%,10.1,2.4,1.4,11.8,1.6,331,80%,17.3,386,3.43,1.4,0.94,0.33,715,-4,206,40%,40%,0,2
Hans SamD,S12,KR,SUPPORT,3,33.3%,2.9,0.3,2.3,6.3,2.4,291,65.3%,14.2,280,3.2,1.28,0.87,0.38,657,4,736,0%,33.3%,0,-
Hena,S12,KR,ADC,84,38.1%,3.6,2.9,2,4.1,9.6,423,68.5%,26.6,461,1.32,0.5,0.41,0.17,-142,-3,-9,28.6%,2.4%,0,6
Hoit,S12,KR,SUPPORT,69,42%,3,0.7,2.5,6.7,1.1,224,65%,7,121,2.93,1.79,0.45,0.56,-72,1,108,17.4%,8.7%,0,1
Ice,S12,KR,SUPPORT,1,0%,0,0,1,0,1.8,240,0%,15.7,246,1.78,0.8,0.35,0.24,-852,19,638,0%,0%,0,-
Kael,S12,KR,SUPPORT,96,46.9%,2.8,0.5,2.9,7.7,1,229,73.7%,7.4,138,2.71,1.7,0.36,0.51,-197,2,-190,28.1%,6.3%,0,-
Kellin,S12,KR,SUPPORT,99,62.6%,5,0.7,1.9,8.6,0.8,238,73.8%,9.2,180,2.84,1.89,0.34,0.52,183,-1,-17,27.3%,11.1%,0,2
Keria,S12,KR,SUPPORT,97,73.2%,4.2,0.6,2.2,8.9,1,247,68.8%,8.8,183,2.7,1.85,0.33,0.56,91,-1,37,41.2%,5.2%,0,1
Lehends,S12,KR,SUPPORT,87,78.2%,4.5,0.6,2.2,9.3,0.8,242,68.1%,7.8,168,2.71,1.68,0.32,0.49,0,-2,14,27.6%,16.1%,0,1
Life,S12,KR,SUPPORT,95,49.5%,3.4,0.8,2.6,8,0.8,234,70.6%,8.5,162,2.83,1.85,0.36,0.45,-106,-4,-41,21.1%,11.6%,0,2
Moham,S12,KR,SUPPORT,15,26.7%,2.2,0.9,2.7,5.3,0.8,219,67.5%,7.3,118,2.6,1.8,0.35,0.54,-86,5,-296,40%,13.3%,0,-
Prince,S12,KR,ADC,58,58.6%,5.3,4.9,1.8,4.5,10.2,472,70.2%,29,606,1.52,0.67,0.45,0.15,333,5,327,29.3%,3.4%,1,5
Ruler,S12,KR,SUPPORT,4,75%,9.3,2.5,1,6.8,2.1,329,72.9%,21.2,431,3.79,1.47,1.07,0.33,904,8,378,50%,0%,0,-
Taeyoon,S12,KR,ADC,1,0%,0.3,1,4,0,8.2,349,25%,22.7,309,1.13,0.43,0.35,0.2,-560,-1,-568,0%,0%,0,1
Teddy,S12,KR,SUPPORT,8,37.5%,6.9,1.1,1.1,6.6,2.2,285,71.3%,20.3,383,3.81,1.83,0.9,0.38,810,5,154,12.5%,12.5%,0,1
Vital,S12,KR,ADC,7,14.3%,1.9,2.1,2,1.7,9.8,404,50%,23.6,374,0.98,0.38,0.37,0.13,-802,-8,-442,14.3%,14.3%,0,1
Vsta,S12,KR,SUPPORT,81,27.2%,2.4,0.6,2.6,5.5,0.8,217,66.8%,9.6,159,2.51,1.67,0.3,0.52,-196,-3,-59,22.2%,7.4%,0,2
deokdam,S12,KR,SUPPORT,1,100%,2.8,5,6,12,1.5,292,85%,16.5,460,2.58,1.45,0.66,0.28,523,1,-81,0%,100%,0,-
Baut,S12,KR,SUPPORT,5,20%,2.1,0.4,3,5.8,1.1,222,61.4%,6.7,109,2.51,1.78,0.29,0.56,116,-1,551,20%,40%,0,-
Bible,S12,KR,SUPPORT,5,20%,1.6,0.4,4.6,7,0.9,217,59.9%,6.5,130,2.24,1.61,0.28,0.47,24,-1,146,40%,20%,0,-
Delight,S12,KR,SUPPORT,87,36.8%,2.5,0.6,2.8,6.4,1.2,226,71%,7.2,122,3.04,1.83,0.5,0.57,-30,2,-17,35.6%,16.1%,0,-
Dispel,S12,KR,SUPPORT,1,0%,1.5,0,6,9,1,208,81.8%,6.8,124,2.27,2.03,0.36,0.91,-32,-4,-492,0%,0%,0,-
Jun,S12,KR,SUPPORT,1,100%,11,1,1,10,0.8,269,84.6%,5.8,149,2.43,1.38,0.51,0.4,123,-11,-484,0%,0%,0,-
Loopy,S12,KR,SUPPORT,2,0%,0.4,0.5,5,1.5,1.5,216,50%,12.7,182,1.46,0.66,0.2,0.28,-640,-0,-868,0%,0%,0,-
Lospa,S12,KR,SUPPORT,5,40%,2.2,1.2,4,7.6,0.7,226,62.1%,5.4,119,2.17,1.68,0.12,0.59,-155,-2,-23,40%,40%,0,-
Peter,S12,KR,SUPPORT,25,44%,3,0.6,2.6,7.2,0.8,226,66.3%,9.2,155,2.49,1.64,0.3,0.51,-1,-3,-47,32%,8%,0,-
Prove,S12,KR,SUPPORT,2,0%,1.3,0.5,4.5,5.5,1.5,226,67.5%,11.5,177,2.89,1.85,0.55,0.71,152,12,168,50%,0%,0,-
SnowFlower,S12,KR,SUPPORT,19,42.1%,3.1,0.6,2.8,8.3,1,227,70.7%,7.5,156,2.57,1.55,0.36,0.49,58,1,100,21.1%,10.5%,0,-
Burdol,S13,KR,TOP,74,41.9%,2.3,1.9,2.4,3.5,8.3,374,46.5%,22.3,438,1.06,0.34,0.2,0.22,-395,-7,-283,13.5%,10.8%,0,23
Canna,S13,KR,TOP,95,61.1%,3.4,2.2,2,4.3,8.3,389,51.6%,20.8,470,1.08,0.37,0.17,0.23,141,2,78,17.9%,13.7%,0,24
Clear,S13,KR,TOP,17,41.2%,2.7,1.8,2.5,5.2,8.3,377,52.7%,21.9,447,0.98,0.34,0.22,0.18,-105,-6,89,17.6%,17.6%,0,2
DnDn,S13,KR,TOP,85,25.9%,1.7,1.5,2.8,3.4,8.2,362,49%,23.4,439,1.09,0.45,0.15,0.29,-525,-8,-258,10.6%,17.6%,0,18
Doran,S13,KR,TOP,109,74.3%,3.7,2.4,2.2,5.8,8.3,411,56.8%,22.8,506,1.08,0.37,0.19,0.22,277,3,124,23.9%,13.8%,0,36
DuDu,S13,KR,TOP,83,32.5%,2.2,2.2,2.4,3.1,8.8,393,56.7%,22.6,477,0.99,0.27,0.19,0.13,134,6,49,13.3%,10.8%,0,22
Kiin,S13,KR,TOP,117,69.2%,4.5,2.3,1.6,5.1,8.6,405,55.1%,23.1,467,1.13,0.39,0.2,0.19,204,4,198,19.7%,9.4%,0,24
Morgan,S13,KR,TOP,89,31.5%,1.9,1.7,2.3,2.8,8.7,380,51.5%,23.3,426,1.18,0.33,0.26,0.24,-52,-1,-141,19.1%,14.6%,0,13
PerfecT,S13,KR,TOP,1,100%,13,2,1,11,8.5,398,56.5%,19.2,469,1.2,0.5,0.17,0.31,651,24,744,0%,0%,0,-
Rascal,S13,KR,TOP,93,30.1%,1.7,1.9,3.1,3.2,8.2,377,57.4%,22.8,448,1.05,0.32,0.23,0.18,-197,-5,-225,19.4%,18.3%,0,28
Zeus,S13,KR,TOP,120,61.7%,3.1,2.5,2.4,4.7,8.4,402,56.3%,23.2,514,1.13,0.38,0.16,0.22,256,7,189,15.8%,16.7%,0,36
kingen,S13,KR,TOP,115,53%,2.9,1.7,2,4.2,8.2,384,50.7%,21.8,443,1.09,0.41,0.18,0.26,-98,-4,31,15.7%,10.4%,0,21
Canyon,S13,KR,JUNGLE,95,61.1%,4.5,2,1.9,6.8,5.8,341,70%,13.9,309,1.81,0.46,0.42,0.37,227,1,157,40%,5.3%,0,9
Clid,S13,KR,JUNGLE,72,54.2%,2.8,1.8,2.5,4.9,5.4,327,65.4%,13.5,280,1.97,0.45,0.5,0.38,-15,-2,20,37.5%,12.5%,0,12
Croco,S13,KR,JUNGLE,60,25%,2.1,1.7,3.1,4.9,5.1,308,71.6%,14.7,310,1.62,0.35,0.4,0.34,-334,-7,-247,28.3%,13.3%,0,3
Cuzz,S13,KR,JUNGLE,117,69.2%,5.1,2.4,1.9,7,5.8,345,72.5%,15.1,303,1.95,0.37,0.53,0.33,53,3,101,37.6%,8.5%,0,12
Grizzly,S13,KR,JUNGLE,43,51.2%,3,1.9,2.9,6.8,5.4,332,71.2%,13.2,278,1.43,0.39,0.32,0.38,60,1,62,25.6%,11.6%,0,-
HamBak,S13,KR,JUNGLE,1,100%,17,2,1,15,6.1,369,73.9%,13.8,336,2,0.53,0.64,0.5,228,5,361,0%,0%,0,1
Juhan,S13,KR,JUNGLE,33,39.4%,2.1,1.2,2.9,5.1,5.2,312,68.2%,13.7,245,1.86,0.48,0.44,0.42,-130,-5,-185,24.2%,24.2%,0,-
Oner,S13,KR,JUNGLE,120,61.7%,3.7,2.6,2.5,6.5,5.4,348,74.5%,14.7,328,1.82,0.4,0.44,0.31,126,-1,-51,40.8%,8.3%,0,15
Peanut,S13,KR,JUNGLE,109,74.3%,4.9,2.4,2,7.3,5.9,354,69.1%,14.6,325,1.72,0.35,0.47,0.25,210,2,167,44%,3.7%,0,13
Sylvie,S13,KR,JUNGLE,85,25.9%,2.2,1.8,2.8,4.5,5.3,317,69.4%,13.9,265,1.75,0.45,0.46,0.4,-196,-3,-148,23.5%,9.4%,0,5
UmTi,S13,KR,JUNGLE,89,31.5%,2.5,1.4,2.5,5,5.4,315,77.1%,15.5,287,1.82,0.4,0.5,0.34,-61,1,-15,43.8%,10.1%,0,7
Willer,S13,KR,JUNGLE,91,41.8%,3.2,2.1,2.4,5.6,5.6,328,68.8%,13.3,268,1.92,0.5,0.47,0.46,-212,1,-89,33%,11%,0,9
YoungJae,S13,KR,JUNGLE,83,32.5%,2.8,1.6,2.3,4.9,5.6,321,72.2%,13.7,282,1.82,0.45,0.45,0.45,-20,2,-6,22.9%,7.2%,0,5
Bdd,S13,KR,MID,117,69.2%,5.5,3.1,1.6,5.8,8.7,406,68.2%,25.4,512,1.11,0.39,0.19,0.2,131,-1,-83,24.8%,7.7%,0,18
Bulldog,S13,KR,MID,83,32.5%,2.2,2,2.6,3.8,9,393,64.3%,28.4,581,1.15,0.4,0.22,0.24,-38,-4,-102,16.9%,10.8%,0,12
Callme,S13,KR,MID,4,50%,4.4,3.3,1.8,4.5,8.7,394,69.7%,28.5,551,0.97,0.25,0.21,0.08,-838,-8,-152,25%,0%,0,-
Chovy,S13,KR,MID,109,74.3%,6.5,3.3,1.4,6.2,9.2,429,68%,27.1,611,1.62,0.43,0.4,0.18,277,7,156,21.1%,7.3%,0,26
Clozer,S13,KR,MID,91,41.8%,2.7,2.6,2.6,4.2,9.4,404,62.9%,27.4,538,1.08,0.35,0.25,0.2,52,4,139,19.8%,11%,0,19
FATE,S13,KR,MID,84,32.1%,2.8,2.3,2.1,3.5,8.8,382,61.5%,28.2,564,1.16,0.37,0.23,0.22,-214,-2,-135,8.3%,6%,0,10
FIESTA,S13,KR,MID,69,24.6%,2.2,2.3,2.9,4.1,8.4,377,62.6%,27.8,543,1.27,0.41,0.26,0.27,-119,-3,-73,21.7%,10.1%,0,14
Faker,S13,KR,MID,102,68.6%,3.5,2.7,2.4,5.6,8.4,401,63.1%,25.9,592,1.14,0.37,0.24,0.17,35,1,-25,18.6%,8.8%,0,19
Feisty,S13,KR,MID,1,100%,9.5,6,2,13,9.2,493,82.6%,32.1,781,1.14,0.53,0.14,0.33,880,15,1059,0%,0%,0,-
Ivory,S13,KR,MID,10,30%,1.4,1.2,2.9,3,9,368,53.6%,25.1,468,1.15,0.52,0.21,0.22,-645,-15,-406,10%,0%,0,1
Karis,S13,KR,MID,79,31.6%,2.9,2.4,2,3.4,8.8,386,66.3%,26.9,496,1.05,0.3,0.25,0.21,-217,-4,-68,15.2%,11.4%,0,14
Kyeahoo,S13,KR,MID,9,11.1%,1.6,1.7,2.7,2.6,7.5,325,56.5%,19.3,382,1.22,0.56,0.21,0.25,-795,-8,-125,0%,22.2%,0,1
Poby,S13,KR,MID,18,22.2%,1.6,1.8,3.2,3.3,9,390,64.5%,24.4,479,1.1,0.42,0.27,0.24,-193,-7,-144,16.7%,0%,0,1
Quad,S13,KR,MID,12,25%,1.6,1.1,2.3,2.6,8,348,58.7%,23.2,385,1.19,0.53,0.21,0.27,-427,-13,-464,16.7%,16.7%,0,4
ShowMaker,S13,KR,MID,95,61.1%,5.1,3.2,1.6,5.1,8.9,409,63.6%,27,605,1.32,0.42,0.3,0.26,56,2,105,17.9%,8.4%,1,18
Zeka,S13,KR,MID,115,53%,3.7,3.2,2,4.2,9.5,422,63.8%,26.8,549,1.24,0.42,0.26,0.23,106,3,137,20%,7%,0,29
Aiming,S13,KR,ADC,117,69.2%,7.1,4.6,1.3,4.6,10.3,481,69.6%,29.3,595,1.47,0.41,0.42,0.13,193,0,248,21.4%,3.4%,0,13
Deft,S13,KR,ADC,92,62%,5.2,4.3,1.8,4.8,9.8,457,70.7%,30.1,677,1.45,0.46,0.39,0.17,334,5,179,30.4%,7.6%,0,3
Envyy,S13,KR,ADC,51,49%,3.1,3.1,2.2,3.6,9.5,417,63.6%,27.7,543,1.11,0.37,0.3,0.17,-20,5,128,27.5%,11.8%,0,4
Gumayusi,S13,KR,ADC,120,61.7%,4.5,4.2,2,4.8,10.3,470,69.5%,27.5,620,1.4,0.44,0.42,0.18,302,9,46,20.8%,6.7%,1,10
Hena,S13,KR,ADC,89,31.5%,2.8,2.6,2,2.9,9.6,411,64%,27.6,519,1.4,0.44,0.44,0.16,-250,-6,-117,28.1%,3.4%,0,5
Hype,S13,KR,ADC,1,100%,7.3,10,3,12,9.6,510,95.7%,29.2,711,1.67,0.44,0.44,0.11,-137,-16,-275,0%,100%,0,-
Jiwoo,S13,KR,ADC,36,30.6%,2.4,3.8,3.1,3.8,10.1,442,72.2%,29,581,1.27,0.4,0.45,0.15,-294,-6,-130,38.9%,19.4%,0,5
Paduck,S13,KR,ADC,49,32.7%,2.5,2.9,2.6,3.6,9.2,412,60.7%,27.8,562,1.28,0.49,0.35,0.18,-372,-9,-319,12.2%,8.2%,0,2
Peyz,S13,KR,ADC,109,74.3%,6.3,5.4,1.6,4.6,10.2,475,69.8%,27.8,633,1.43,0.45,0.43,0.14,174,0,64,28.4%,3.7%,3,9
Pleata,S13,KR,ADC,6,16.7%,2.1,3.2,2.5,2.2,8.4,385,70.2%,23.1,433,1.03,0.25,0.22,0.16,-709,-17,-345,33.3%,0%,0,1
Rahel,S13,KR,ADC,3,33.3%,2.2,2.3,1.7,1.3,10.1,442,59.8%,24.6,448,1.9,0.45,0.65,0.2,-387,2,-445,33.3%,0%,0,-
Taeyoon,S13,KR,ADC,83,32.5%,2.1,2.8,3,3.4,9.7,418,66.1%,25.7,537,1.41,0.42,0.46,0.18,-175,-1,-194,18.1%,10.8%,1,8
Teddy,S13,KR,ADC,40,32.5%,3,4,2.8,4.4,9.9,433,66.4%,28.9,588,1.61,0.65,0.45,0.19,-132,3,80,20%,5%,0,7
Viper,S13,KR,ADC,115,53%,4.7,3.6,1.7,4.1,10.2,450,67.4%,30.2,626,1.51,0.51,0.43,0.2,92,4,14,20%,10.4%,1,4
Vital,S13,KR,ADC,49,22.4%,2.6,2.6,2.2,2.9,9.7,410,61.6%,28.2,533,1.24,0.33,0.41,0.14,-423,-12,-258,16.3%,6.1%,0,3
deokdam,S13,KR,ADC,38,28.9%,2.3,2.2,2.3,3,8.9,395,60%,24.7,493,1.34,0.39,0.36,0.18,-549,-12,-160,7.9%,18.4%,0,-
Andil,S13,KR,SUPPORT,20,10%,1.3,0.5,3.6,4.4,1.1,215,64.9%,6.6,127,2.83,1.57,0.29,0.47,-20,2,287,30%,25%,0,-
BeryL,S13,KR,SUPPORT,93,30.1%,1.8,0.4,3.3,5.7,1.2,231,65.4%,9.3,183,3.13,1.44,0.51,0.48,-126,1,10,12.9%,11.8%,0,4
Bible,S13,KR,SUPPORT,13,61.5%,2.8,0.9,3.3,8.4,1.1,238,61.9%,4.8,113,3.28,1.87,0.38,0.59,55,1,173,15.4%,23.1%,0,1
Delight,S13,KR,SUPPORT,109,74.3%,5.7,0.7,1.9,9.8,1.1,255,74.6%,7.6,172,3.28,1.49,0.39,0.42,141,3,134,35.8%,9.2%,0,1
Effort,S13,KR,SUPPORT,89,31.5%,2.5,0.4,2.4,5.6,1,226,68.5%,6.9,125,3.27,1.53,0.41,0.54,-32,2,-115,33.7%,11.2%,0,-
Jun,S13,KR,SUPPORT,42,38.1%,2.6,0.5,2.7,6.4,0.9,235,68.8%,10.9,223,3.4,1.31,0.39,0.48,30,-2,146,19%,14.3%,0,-
Kael,S13,KR,SUPPORT,91,41.8%,3,0.7,2.6,7.3,0.9,234,72.1%,8.9,177,3.4,1.62,0.45,0.56,-37,-2,-147,27.5%,7.7%,0,-
Kellin,S13,KR,SUPPORT,82,61%,6.2,0.7,1.5,9,0.8,244,76.7%,8.9,195,3.3,1.66,0.39,0.49,163,-3,-52,40.2%,3.7%,0,4
Keria,S13,KR,SUPPORT,120,61.7%,4.4,0.8,2.2,8.9,1,255,75.7%,8.9,204,3.15,1.67,0.37,0.52,244,0,129,25.8%,7.5%,0,2
Lehends,S13,KR,SUPPORT,117,69.2%,4.3,0.5,2.1,8.4,1,240,69.2%,7.2,142,3.01,1.61,0.36,0.51,-81,0,-44,29.1%,15.4%,0,1
Life,S13,KR,SUPPORT,115,53%,3.2,0.7,2.5,7.3,0.9,238,71.4%,7.9,157,3.16,1.67,0.38,0.48,-72,-2,-33,24.3%,11.3%,0,4
Moham,S13,KR,SUPPORT,21,42.9%,2.7,0.4,2.8,7.1,0.9,227,73.6%,9.9,200,3.04,1.72,0.47,0.51,-310,1,13,14.3%,23.8%,0,1
Peter,S13,KR,SUPPORT,85,25.9%,3.1,0.6,2.3,6.6,0.9,224,74.9%,6.9,129,2.92,1.51,0.33,0.48,-206,0,-112,27.1%,8.2%,0,1
Way,S13,KR,SUPPORT,1,100%,4,3,4,13,1.1,275,69.6%,5.7,139,3.81,1.89,0.47,0.61,326,3,832,0%,0%,0,-
Casting,S14,KR,TOP,3,0%,1.4,2.3,3,2,8.2,403,57.9%,27.2,591,1.06,0.54,0.11,0.26,964,4,97,66.7%,0%,0,-
Clear,S14,KR,TOP,91,37.4%,2.5,2.4,2.7,4.4,8.3,386,57.7%,21.5,489,0.97,0.32,0.21,0.16,-92,-5,-134,9.9%,9.9%,0,27
DnDn,S14,KR,TOP,55,30.9%,1.7,1.6,2.8,3.1,8.5,377,45.5%,20.5,434,1.15,0.55,0.16,0.29,-234,-4,-149,18.2%,14.5%,0,15
Doran,S14,KR,TOP,112,69.6%,3.2,2.5,2.6,5.9,8,392,58.1%,21.8,536,1.13,0.42,0.22,0.21,114,1,119,22.3%,13.4%,0,27
DuDu,S14,KR,TOP,90,43.3%,2.8,2.5,2.4,4,8.9,400,56.6%,20.9,484,0.93,0.3,0.18,0.14,29,3,40,11.1%,15.6%,0,22
Frog,S14,KR,TOP,21,38.1%,2.2,1.2,2.7,4.6,7.6,343,54.9%,17.9,380,0.99,0.4,0.16,0.21,-562,-13,-324,9.5%,19%,0,3
Kiin,S14,KR,TOP,103,83.5%,4.4,2.8,2,6,8.1,405,58.4%,21,554,1.18,0.42,0.22,0.18,366,9,292,20.4%,11.7%,0,32
Mihile,S14,KR,TOP,29,34.5%,1.9,1.9,3,4,8.3,376,54.4%,19.9,483,1.09,0.36,0.23,0.18,-462,-6,-99,6.9%,17.2%,0,5
Morgan,S14,KR,TOP,82,19.5%,1.9,2.1,3,3.6,8.3,371,57.4%,22.5,487,1.07,0.35,0.24,0.23,-175,-3,-205,17.1%,13.4%,0,10
PerfecT,S14,KR,TOP,102,53.9%,3,2.2,2.5,5.1,7.8,371,50.5%,19.5,465,1.19,0.46,0.2,0.25,-143,-2,-58,8.8%,11.8%,0,22
Rascal,S14,KR,TOP,62,21%,1.6,1.7,2.9,2.9,8.2,366,55.1%,19.4,407,1.15,0.39,0.24,0.19,-274,-10,-190,17.7%,12.9%,0,9
Zeus,S14,KR,TOP,124,62.1%,2.9,3,2.7,4.5,8.5,412,56.5%,22.5,552,1.08,0.37,0.19,0.17,332,8,76,13.7%,12.1%,1,44
kingen,S14,KR,TOP,116,53.4%,2.9,2.4,2.5,4.9,8,385,53%,22.1,519,1.15,0.41,0.23,0.22,-41,0,69,22.4%,9.5%,0,25
Canyon,S14,KR,JUNGLE,103,83.5%,6.2,2.2,1.8,8.9,6.2,359,72.1%,14.9,400,1.69,0.5,0.38,0.34,102,3,197,26.2%,7.8%,0,5
Cuzz,S14,KR,JUNGLE,90,43.3%,2.9,1.9,2.8,6.3,6.5,341,73.9%,16.5,394,1.84,0.43,0.49,0.3,-25,3,77,24.4%,7.8%,0,4
DDoiV,S14,KR,JUNGLE,10,30%,2.3,1.2,2.8,5.1,5.5,309,68.6%,15.7,335,1.67,0.46,0.41,0.38,-230,-8,-388,40%,10%,0,-
GIDEON,S14,KR,JUNGLE,37,21.6%,2.4,1.3,2.9,5.8,5.6,308,73.2%,12.9,269,1.54,0.38,0.42,0.32,-16,2,88,24.3%,10.8%,0,4
Guwon,S14,KR,JUNGLE,2,100%,7.8,4.5,2,11,5.5,378,69%,13.2,382,1.39,0.34,0.29,0.36,166,-12,100,100%,0%,0,-
Lucid,S14,KR,JUNGLE,116,53.4%,4.3,2,2.3,7.7,5.7,333,71.7%,12.5,297,1.66,0.5,0.4,0.45,49,-3,-58,45.7%,6%,0,7
Oner,S14,KR,JUNGLE,122,61.5%,3.8,2.4,2.4,6.8,6.4,357,68%,14.9,365,1.67,0.41,0.43,0.28,80,6,156,37.7%,13.9%,0,15
Peanut,S14,KR,JUNGLE,112,69.6%,5.3,2.2,2,8.5,6.1,349,74.6%,13.3,326,1.76,0.42,0.46,0.28,132,0,78,42.9%,9.8%,0,8
Pyosik,S14,KR,JUNGLE,105,52.4%,4.2,2.3,2.3,7.4,5.8,337,72.6%,13.4,322,1.69,0.5,0.4,0.37,-61,-3,-136,40%,6.7%,1,5
Raptor,S14,KR,JUNGLE,48,37.5%,3,2.3,2.9,6.2,6.1,341,74.5%,18.6,448,1.57,0.35,0.44,0.29,-115,-1,-68,18.8%,12.5%,0,2
Sponge,S14,KR,JUNGLE,83,25.3%,1.9,1.5,3.4,4.8,5.8,314,73%,14.5,308,1.5,0.4,0.39,0.32,-81,-1,-133,34.9%,9.6%,0,4
Sylvie,S14,KR,JUNGLE,84,32.1%,2.4,1.6,2.9,5.5,5.7,318,72%,14.1,317,1.63,0.45,0.4,0.39,-170,-6,-176,33.3%,6%,0,6
Willer,S14,KR,JUNGLE,43,37.2%,3.4,2.4,2.4,5.8,6.1,337,70.4%,15,320,1.9,0.56,0.51,0.43,162,5,145,37.2%,2.3%,0,5
YoungJae,S14,KR,JUNGLE,35,14.3%,3.2,2,2.4,5.9,6.3,331,75%,19,426,1.81,0.58,0.41,0.38,-288,-7,-306,31.4%,5.7%,0,2
Bdd,S14,KR,MID,105,52.4%,4.7,3.9,2.1,6,9.1,419,70.7%,28.6,677,1.19,0.44,0.25,0.22,49,1,4,20%,8.6%,1,15
Bulldog,S14,KR,MID,90,43.3%,3,2.8,2.5,4.6,9.3,416,68.8%,28.8,669,1.35,0.49,0.29,0.23,-188,-4,-89,14.4%,12.2%,1,8
Calix,S14,KR,MID,8,25%,1.7,1.6,2.8,3.1,9,377,63.3%,23.9,548,0.77,0.35,0.14,0.15,-593,-11,-280,25%,0%,0,-
Callme,S14,KR,MID,36,33.3%,2.1,2.3,3.4,4.7,9,400,72.5%,29.2,617,1.29,0.41,0.33,0.21,-132,-5,-12,19.4%,19.4%,0,5
Chovy,S14,KR,MID,103,83.5%,6.2,4.5,1.7,5.8,10.3,483,67.1%,29.9,801,1.71,0.5,0.49,0.18,410,10,296,9.7%,7.8%,0,24
Clozer,S14,KR,MID,91,37.4%,3.3,2.8,2.4,4.9,9.9,424,65.6%,27.3,616,1.23,0.49,0.29,0.19,-114,2,59,20.9%,11%,0,18
FATE,S14,KR,MID,19,21.1%,2.9,2.3,2.3,4.2,9,402,62.9%,28.4,627,1.18,0.42,0.27,0.17,-51,-5,-89,31.6%,0%,1,2
FIESTA,S14,KR,MID,7,14.3%,2.6,3.3,3,4.6,8.3,392,65%,28,599,1.55,0.68,0.37,0.33,-38,-3,-143,42.9%,0%,0,-
Faker,S14,KR,MID,124,62.1%,4,3.3,2.2,5.5,9.2,429,63.8%,26.3,642,1.23,0.45,0.26,0.14,62,1,5,21.8%,6.5%,0,28
Fisher,S14,KR,MID,33,36.4%,2.6,3.4,2.9,4.2,9.4,425,65.7%,29.6,690,1.1,0.45,0.24,0.21,-29,-1,-60,18.2%,18.2%,0,4
Karis,S14,KR,MID,57,19.3%,2.2,2.1,2.8,4.2,9.1,394,66.2%,26,543,1.07,0.32,0.29,0.2,-268,-2,-91,15.8%,10.5%,0,7
Kyeahoo,S14,KR,MID,49,28.6%,2.9,2.1,2.2,4.4,9,394,68.7%,28.2,590,1.12,0.41,0.25,0.18,-212,-6,-220,20.4%,16.3%,0,3
Pullbae,S14,KR,MID,6,16.7%,2.2,2.5,4,6.2,8.4,386,72.2%,26.3,685,1.23,0.54,0.28,0.21,-818,-9,-659,16.7%,33.3%,0,-
SeTab,S14,KR,MID,34,20.6%,1.9,2.1,2.8,3.2,8.9,394,65.1%,27.1,571,1.12,0.4,0.3,0.18,-300,-6,-220,26.5%,14.7%,0,5
ShowMaker,S14,KR,MID,116,53.4%,4.2,3.5,2.1,5.5,8.8,416,67.4%,27.4,644,1.39,0.5,0.31,0.22,8,-2,20,25%,8.6%,2,24
Zeka,S14,KR,MID,112,69.6%,6,4.4,1.7,5.6,9.5,447,67.6%,27.5,669,1.39,0.53,0.32,0.22,212,2,32,25.9%,4.5%,0,27
Aiming,S14,KR,ADC,116,53.4%,6.6,5,1.5,4.8,10,471,71%,30.1,719,1.52,0.5,0.49,0.1,378,8,314,26.7%,2.6%,2,10
Bull,S14,KR,ADC,42,42.9%,2.9,3.5,3,5.1,8.1,395,70.7%,22.8,528,1.4,0.64,0.34,0.21,-374,-4,-124,21.4%,11.9%,0,2
Deft,S14,KR,ADC,105,52.4%,4.5,3.8,2.2,5.8,8.8,426,69.8%,29,695,1.59,0.65,0.36,0.18,86,1,-38,28.6%,8.6%,1,7
Envyy,S14,KR,ADC,64,21.9%,2.1,3,3,3.3,9.1,398,63.1%,28.3,615,1.19,0.44,0.36,0.16,-380,6,12,21.9%,12.5%,0,5
Gumayusi,S14,KR,ADC,124,62.1%,4.4,3.6,2.1,5.6,8.8,436,65.6%,25.9,640,1.68,0.65,0.43,0.19,101,-6,-139,25%,8.1%,0,6
Hena,S14,KR,ADC,91,37.4%,3.7,3.5,2.3,5,8.9,414,74.2%,27.4,621,1.55,0.64,0.38,0.18,-278,-8,-118,27.5%,4.4%,0,8
Jiwoo,S14,KR,ADC,84,32.1%,2.7,3.4,2.6,3.6,9,412,68.4%,29.5,662,1.37,0.52,0.39,0.13,-232,-3,-95,21.4%,8.3%,0,12
Leaper,S14,KR,ADC,44,47.7%,2.9,2.9,2.3,4,9.6,423,66.8%,26.5,639,1.11,0.35,0.35,0.09,-508,-6,-228,13.6%,9.1%,1,4
Paduck,S14,KR,ADC,2,0%,2,1,1.5,2,8.8,358,43.8%,21.9,419,1.32,0.55,0.36,0.2,-202,-2,-166,0%,0%,0,-
Peyz,S14,KR,ADC,103,83.5%,8,5,1.4,6.3,9,461,72.9%,27.3,732,1.63,0.62,0.43,0.15,177,-3,87,24.3%,5.8%,2,14
Samver,S14,KR,ADC,18,11.1%,2.7,3.1,2.5,3.7,8.9,394,64.4%,24.9,543,1.26,0.46,0.32,0.15,-173,5,87,16.7%,0%,0,1
